cleaned_comment,sentiment_score,sentiment
seeing possibility crisprcas made think impossible using gene splicing seems gene splicing allows exactly thing isolating specific gene cutting dna specific point inserting isolated gene point allow awesome thing like inactivating mutated gene replacing healthy version isnt case ive heard thing like previous technique much less precise efficient crisprcas better point,0.9363,positive
wish could see genetics lab look like step done manipulate small fragile thing,0.6369,positive
saying viral dna enters cell virusses dont dna right rna mishearing something,0.0,neutral
people heard kurzegesagt scishow made vids,0.0,neutral
thank much paul saved reading bunch introductory article got need min incredible man despite could bring harm nature awesome topic discovery,0.9052,positive
used watch video high school found watching one college thank bozeman science,0.3612,positive
oh god haha bozeman always end coming back watch video watching year keep,0.6249,positive
excellent video well explained exam looming cant thank enough,0.4922,positive
thanks paul explained complex topic great ease great job,0.9274,positive
good explanation clear thank,0.7906,positive
amazing thanks helpful,0.8591,positive
thank explained perfectly,0.7717,positive
break dna host dna going added fascinating magic involved,0.5423,positive
thanks lot information paul helpful,0.6908,positive
use info mentioned presentation im making yes reference source,0.4019,positive
dont like u,-0.2755,negative
definitely made clear helpful thanks,0.875,positive
come ca protein produce overhang mean like interested introducing certain gene manipulated genome better produce overhang like case restriction enzyme dna stand added hybrid overhang eventually part genome,0.7906,positive
crisprcas system introduced body long last like expiration something,0.3612,positive
good explained long super,0.7783,positive
great work thanks,0.7906,positive
love love love video especially love video program use animation,0.9571,positive
christian youtube hero gon na mass flag sure xd,0.8658,positive
video big help thank,0.6369,positive
super helpful thank taking time explain,0.8481,positive
wonder day pubic api rewriting genetic code home python could literally allow program python,0.2263,positive
sound great think would never started experimenting human animal food wouldnt search cure disease altering dna disease man made civilization created issue greed created difficulty altering dna create problem past instead creating new disease focusing creating new one dont go back natural order thing enough land resource used correctly sustain humanity using science technology unknown way advance civilization soon technology takeover everything computerized limit human creativity every wayif think youre bored wait computer take,0.6358,positive
shorter better visually verbally articulated doudnas ted talk thank breaking well,0.7579,positive
ive watched half dozen video crispr including one none explain system enter every singe cell living organism video including one explain get crisprcas single cell get single cell begin get every single cell inside living organism someone explain thanks,0.4404,positive
like thank,0.6124,positive
started freshman year college video senior year still studying thank,0.3612,positive
seananners made search find video,0.0,neutral
love video thanks,0.7964,positive
nice jop,0.4215,positive
hey need help im th grade project crispr due monday next week literally dont even understand bit,0.4019,positive
super erklrt,0.5994,positive
excited youtube search crispr see video second hit thank science video one best site,0.8442,positive
find complex video,0.0,neutral
could used infection like herpes lie dormant making harder fight conventional method remain inside nuclear envelope attached dna activated stress example replicates cause outbreak could crispr method used fight virus activated eventually eliminating virus ever specific time frame established thus considered curable,-0.6705,negative
aaaaaawesome,0.0,neutral
eloquent explanation thank,0.3612,positive
fantastic balance information understandability,0.5574,positive
wow brilliant thank,0.8779,positive
great video thanks,0.7906,positive
well explained,0.2732,positive
damn human going hell,-0.8074,negative
thank si much simple understandable straight point thnks lot,0.5267,positive
best explanation ive seen yet thanks much,0.7964,positive
minor quibble usually new spacerrepeats added proximal distal end crispr locus exactly mammalian immune system work larger scale youve stated host dna rna used gene replacement nice graphic,0.6124,positive
much appreciated great presentation quality content thanks,0.8834,positive
thats cool,0.3182,positive
informative thank,0.3612,positive
holy fuck people computer,-0.5423,negative
excellent explanation great job,0.8316,positive
brilliant thank,0.743,positive
hi video help explains lot still dont get crispr much better using restriction enzyme plasmid,0.5423,positive
simply amazing thank much making easy,0.8481,positive
helpful dude thx lot,0.6486,positive
thanks excellent wonder class ca protein add new piece virus library distinguish harmful rna endogenous rna,0.765,positive
seems scientist use system insert remove dna wish could cut unwanted dna end instead one end time would removed dna editing system write delete severely limited instead trying remove dna scientist try fill garbage order break make dna messy make much harder actually perform deletion later case discover later finally accomplish dont relish thought dna made messy even harder edit later technique im hugely disappointed scientist yet usual overhyped,-0.8687,negative
great video thank simpe explanation mister im wondering software using video similar wit m power point im quite sure maybe software thanks advance nikola,0.902,positive
great presentation thanks,0.7906,positive
helpful explanation one question though case phage manage infect bacteria bacteria certain point wont bacteria via evolution phage become extinct,0.5994,positive
thought complex procedure u explain simply beautifully thank,0.7351,positive
awesome mr andersen,0.6249,positive
perfect narrative,0.5719,positive
microbiologist reading gene video really helped thanks,0.4902,positive
thank nicely explained,0.6597,positive
frightening look created lifeless uranium plutonium heavy water,-0.296,negative
simple dimple,0.0,neutral
thank nlp bit,0.3612,positive
great one sir,0.6249,positive
awesome video helpful thank,0.8555,positive
great help thanks,0.8658,positive
definitely helpful thanks lot,0.8126,positive
watched another video pig dog created process,0.25,positive
vector new dna come ca,0.0,neutral
build rsorno multible gain changerthe proteine change key,0.5267,positive
super perfect video thanks,0.8885,positive
looking good comprehensive video crispr ca system happy stumbled upon one thank much,0.8779,positive
question crisprcas system edit gene cell divide dna happens existing cell make change every existing cell body adult diagnosed disease born,0.0,neutral
best explanation far thanks paul,0.7964,positive
comment vile x rated people striped humanity feel others understand natural world getting manipulated dr mengele type operating right crisper another road suffering,-0.8074,negative
want evil people messing dna cant even treat dog compassion seriously stop taken ride,-0.7398,negative
thank sooo much ill presentation school topic basically going explanation german best material ive found internet,0.5994,positive
theorie cure neurodermitis system tend get neurodermitis genetical really hope could way suffer destroys life active firefighter cant bit sport everytime sweat skin go rampage mode look like burning victim,-0.204,negative
using modify embryo make whole organism change use cure disease wed need apply change large number cell,0.0772,positive
helped lot thanks video,0.4404,positive
fuck,-0.5423,negative
awesome work really helped thank,0.7832,positive
dr andersen indeed helpful thanks post,0.6908,positive
question say want make complex insert new gene add third part system gene added sequence simply added construct ca vector cotransferred another vector ligation still done ca enzyme ligases thanks,0.4939,positive
awesome thanks,0.7906,positive
helpfull thanks,0.4404,positive
awsum loved way u hv simplified whole technique grt help thnks ton,0.765,positive
good noob like topictechnology thx,0.7717,positive
thank helping understand im back school year degree im bit rusty understanding abstract concept really hard animation explanation finally thang thanks thanks thanks thousand time thanks,0.9275,positive
thank understand going im good biology holy shit fantastic change course history biology medicine bioengineering,0.6597,positive
excellent summary implication exciting potentially frightening,0.5719,positive
fantastic thank youuuuuu saved exam,0.836,positive
easy understand,0.4404,positive
great video youre really good explaining got abo hope teacher please become one,0.9099,positive
thank much video helpful far easier understand others,0.7964,positive
informative explanation paul anderson made crystal clear,0.3818,positive
cystic fibrosis patient molecular biology student say clear explanation thank,0.6249,positive
bos thank,0.3612,positive
helpful cell store old virus info correct location fight future infection,0.0516,positive
thanks mr bozeman,0.4404,positive
really really helpful thank much,0.7516,positive
extremely helpful people kept mentioning class finally join conversation thanks making video,0.8016,positive
could prefer software program used create interesting lesson need,0.5859,positive
thank saved biology exam,0.6486,positive
nobelprize lol,0.4215,positive
bozeman science single handedly saving as grade year university thanks lot,0.4404,positive
ive struggling understand month since covered one final year module explained incredibly well thanks much,0.4159,positive
love talk simple extremely helpful,0.807,positive
good video fill space left video one question replacement gene incorporated cut strand,0.2023,positive
excelent video create grna,0.2732,positive
crispr kind like findandreplace tool microsoft word,0.7096,positive
thank much helpful,0.6486,positive
thanks info,0.4404,positive
absolute bangin video paul helped lot exam question science community challenge crisprcas system maybe video specially come gene therapy efficient vectordelivery system still posed greatest barrier idea efficiency system delivery disruption important gene,0.8225,positive
nice neat,0.7003,positive
cleared explained im presentation topic cant understand reading research article video make everything understandable thank,0.4404,positive
thats awesome thank sir beautiful explanation,0.8885,positive
beautiful video paul thank much helpful exam two week time keep finger crossed question coming x,0.8481,positive
havent finished video yet still watching explanation right mark cool reminds megaman xd absorbing enemy power awesome,0.7717,positive
picture ca look like manatee sea mammal,0.3612,positive
thank nice video,0.6486,positive
final hour helped tremendously thanks,0.4927,positive
wait add rna dna primer dna essentially rna,0.0,neutral
spednign minute instead spending hour read paper thanks,0.4404,positive
laughed nobelprize shouldve,0.4588,positive
guy awesome,0.6249,positive
helpfulthank,0.0,neutral
well explained thanks lot,0.6124,positive
please would make video muscular system lab looking video online good video,0.6369,positive
thank clear explanation,0.6249,positive
hican plz tell recent amazing research genetics biochemistryother crispr ca role treating different disease,0.6249,positive
hows development crispr ca testing human,0.0,neutral
video beneficial watched one couldnt stop please keep good work,0.6933,positive
paul looked video website couldnt find direct section look thanks,0.4404,positive
idea helpful video really wish u could cover higher term physiology subject tried googling thing didnt cover seriously one actually explain thing way interesting simple really short time u dont waste time introducing wtv plus example stick within u thanks lot reason pas exam oh excuse english mother language,0.9266,positive
love video helpful,0.7906,positive
thanks go around teach pal university,0.4404,positive
helpful hell yes thank goodness pioneering scientist much great video,0.8591,positive
helpful video ive found topic far thank much information,0.6486,positive
semple easy understandable amazing thanks lot,0.8625,positive
nice video noticed glossed tcrrna bit seems like arming mechanism protein also clear yet palindrometcrrna part grna sequence vary specific sequence ca work lastly clear ca identifies new foreign sequence added crispr system,0.8591,positive
fantastic video thanks,0.7579,positive
took teacher minute explain class countless hour student understand guy minute would biology major teacher,0.0,neutral
crisper dna thymus correlation,0.0,neutral
give hope many medical frontier thanks explaining detail,0.7003,positive
didnt truly understand crispr watched great job breaking,0.4007,positive
mean skype invitation,0.0,neutral
hello mr paul musa middle school science teacher saudi arabiai crazy using technology class made student watch several videosrecently promised invite speak particular topic taken minute chance speaking directly asking questionsplease glad get response personal emailwe really love video hope read response soon sirthanks,0.924,positive
perfect confused crispr video,0.34,positive
supper helpful thank much,0.6486,positive
wow good,0.7717,positive
mranderson endeavor educate kid beneficial video intriguing like overall idea website learn great deal path get ap biology exam thank much per knowledge nonprofitable website,0.9001,positive
fantastic video reading paper guide rna couldnt figure thanks broseman,0.2946,positive
ap biology teacher always recommending video explain topic recently came across crspr news discussing seasoned bio student got nsta digest video therei ecstatic like two world meeting anyhow great job thanks keeping everything,0.9153,positive
great explanation still bit detailed need entrylevel techcollege horticulture student suggest bozeman science video give simple explanation genetically engineering plant herbicide resistance insect resistancetolerance,0.6249,positive
thank absolutely right video report crisprcas last semester struggled figure everything video would helped greatly cant wait try experiment,0.0258,neutral
awesome usual thanks lot,0.7906,positive
thanks much ive looking good explanation montana state,0.7003,positive
thanks much really helpful,0.7178,positive
hi wondering cellular level please respond k hard science lab,0.2263,positive
hey mr anderson im tessa im gr biology student previously demonstrated one video four main plant type example angiosperm time could maybe go detail would really help alot,0.4576,positive
thanks class didnt get really helped,0.4404,positive
mr anderson never fails explain thing thouroughly remember discovered e coli genome know better imagine natural selectionbiodiversity already made u use future,0.7738,positive
video cell signaling signal transduction pathway camp adenyl cyclase pip etc reallt confused,-0.3182,negative
bozeman thank making video crispr love genetic engineering nice finally see video talked tool arsenal want make video im fine lol,0.9246,positive
couldve used month ap biology project crispr lololol video trash,0.0,neutral
amazing video keep like greeting form novi pazar srbija,0.836,positive
cool also made video crispr ive working two year,0.3182,positive
ego denies insight vaccine contain plethora toxic substance stop believing mainstream bullshit cure cancer suppressed researched hahahaha profit cure,-0.8834,negative
great video helpful informative,0.7845,positive
awesome frightening awesome frightening damn cant decide guess,0.0258,neutral
needed video two week ago still great help,0.7783,positive
crisprcas part plasmid thanks,0.4404,positive
ctrl ctrl x ctrl v,0.0,neutral
wonder genetic engineering reach germ line cell particularly men always making new sperm cell,0.0258,neutral
thank much lesson always clear interesting,0.7783,positive
helpful summary thank posting,0.6486,positive
thats badass shit,-0.6369,negative
