cleaned_comment,sentiment_score,sentiment
al gore u vise president successful war science scientist maybe coming end video united nation climate change disclaimer global warming officially reported c c climate change due global warming global warming c predicted begin climate change stronger observable hurricane gulfofmexico cause global warming know despite decade science study going back scientifically impossible greenhouse gas behavior cause global warming al gore became u vise president earth water vapor saturated greenhouse effect taught u public education greenhouse radiant energy earth completely absorbed earth water vapor saturated greenhouse effect greenhouse gas within meter radiating surface maximum meter radiating surface adding c f earth average temperature heat transfer convection ie gas molecule bumping average tropospheric water vapor share earth water vapor saturated greenhouse effect water vapor back united nation intergovernmental panel climate change ipcc science report state took greenhouse gas sample meter altitude common high school level knowledge greenhouse radiant energy typical practice deceptive marketing state legal data transparency protecting perpetrator fraud prosecution ipcc transparent data acknowledging dealing active greenhouse gas earth greenhouse effect frequently used primary example high school student system always saturation strong greenhouse gas water vapor absorbing greenhouse radiant energy earth greenhouse gas within meter radiating surface around u everyday cant overall effect changed greenhouse radiant energy interact greenhouse gas atmosphere co average h water vapor h co water vapor time present atmosphere average co water vapor coe x coe total water vapor coe co arctic warming taking place proving mechanism warm atlantic ocean water migrating deeper frequently arctic ocean warming region warmer arctic ocean water causing week less reflective snow ice surface cover resulting solar heat gain arctic region surface atmospheric co level ppm three time today would greatly invigorate c plant majority plant life earth greatly greening planet c plant evolved million year ago atmospheric co level ten time today determined plant fossil earth ocean million sea floor volcanic vent warming water changing chemistry systematically accounted credible climate change due global warming climate change expected start take place global warming reached c causing observable stronger hurricane gulfofmexico term climate change started used beginning cause alert broad audience long term effect increasing average global temperature promotional term climate change early grounded action already taken gulfofmexico offshore crude oil drilling company build stronger hurricane due warmer gulf water predicted start average global temperature increased c track action taken predicted long term change weather pattern climate backed use term climate change,0.9939,positive
poor people lost home lively hood rich people cant extreme sport anymore,0.2732,positive
shincheonji word country pastor mou signing,0.0,neutral
current challenge permafrost melt many bacteria virus sequestered miniice age releasing stasis begin imagine pure methane leaking underside antarctic ice shelf meet land virtually unreachable purpose mitigation c continue erosion widen gap methane exudes sequestering source beyond man hand ask local scientist long inevitable,0.5423,positive
foolish lifestyle europe given third world country following high standard life talking climate change made industrial revolution selling boms missile third world used atom bomb war talking climate change,-0.8481,negative
could cloud seeding help isnt enough rainfall would increase water river bank etc,0.6124,positive
climate peace activist unite voice,0.5423,positive
doom gloom,-0.743,negative
african suffer global warming country produced high co comparatively european asian country european asia country pay u tax contamination climate change,-0.5106,negative
according heaven sake report video nuclear power used launch satellite would illigal earth space regulated corporation using loophole damaging zone layer accelerating climate change also satellite crash create darkness toxic soup,-0.3818,negative
co make atmosphere plant lifetrees die much lower want co level one active volcano put co one week entire population year climate change carbon taxcontrolscare mongering stop lie,-0.7269,negative
climate change fear establishment anthropogenic digitally surveilled climatedictatorship society,-0.4939,negative
rich dont suffer climateagenda politics much asd poor,0.5187,positive
ive watched many climate change program none mention geoengineering hmmmmm wonder,0.0,neutral
since born change climatic pattern made question deforestation abuse rich fertile land construction climate change real,-0.1531,negative
saw full video showed worldwide climate change reason change apart showed people suffering change surmise significant number climate change occur human,-0.25,negative
really enjoyed video appreciate effort put discussing important topic however im curious balance urgency practical solution seems like lot proposal could hurt economy especially community rely fossil fuel ensure pushing people hardship trying save planet,0.9268,positive
upside climate change caused human population decline fix problem,-0.4019,negative
storing co underwater like really theyre forcing yet another catastrophe,-0.4404,negative
fallen fell sorry tell,-0.4215,negative
yahs judgement nation inflicted people went slave ship duet v think one nation dark melinated people woolly hair fit description biblical israelite world going surprised find biblical israelite black people nation inflicted year never restored reparation nothing hand god,-0.2681,negative
take red pill meteorological system called northern southern hadley cell intertropical convergence zone itcz around centre cover planet surface change within sweep hadley cell affect condition within itcz importance cloud mass within itcz reflects incoming solar heat back space less cloud heat cloud less heat human affected balance itczs governance solar heat budget yes effect enough produce additional heat gradient commonly referred global warming yes human produce effect annual july october flooding lower nile created warm shallow km evaporative surface sahara desert mm m water evaporated per day pulled south northern hadley cell every day would rise onto ethiopian highland would create disturbance within west flowing monsoon create keremt storm keremt storm pushed westward across sub saharan africa n n would become organised african easterly wave aew eventually formed usa sized solar reflective marine stratocumulus cloudscapes putting dam nile aswan form inadvertently regulated meteorological chain reaction mostly reducing frequency aews thus reduced cloud cover equatorial ocean ocean became warmer distributed additional heat poleward atmosphere ahd completely stored flood much smaller deeper reservoir frequency aews reduced even solar heat obviously checked producing anomaly chart ocean surface affected aew system integrating data rainfall riverflow suggesting mean value theromcline min temp gradient canary current n n july sept red pill,0.914,positive
climate change dynamic phenomenal travel though universe getting exposed kind different cosmic ray every planet solar system heating happen time time co content atmosphere plant die,0.2023,positive
climate change give impact rich poor equal footing live earthin addition living animal plant wellincluding fish sea ocean living creature therewe need help early possible late,0.4939,positive
without scientist researcher screwed,0.3875,positive
long time ago allmost glacier alp ca meter wow,0.5859,positive
people around world talk geoengineering even dw talked little bit progress capitalism overpopulation responsible chaos living powerful men intervene atmosphere soil sea,0.4445,positive
climate change weather modification government,0.0,neutral
less contribution badly impacted climate change called primitive underdeveloped,-0.4256,negative
normal period warmer others astonished,0.5859,positive
min destroy rain forest tree plant palm tree looked create oxygen wheres issue country destroying tree farming ranching unsustainable meaning burning,-0.7184,negative
iits beginning look lot like climate change everywhere go take look south west burning south east disappearing water flow,0.3612,positive
change taste pattern meat consumption acquired taste baby nutrition chsnge advised nutriously parent balanced diet based greater plant diet food company nutritionist work alternative reduce demand meat continously age group,0.25,positive
agricultural engineering work earth science strategy greehouse us simply exchange gas day plant take carbon dioxide give oxygen question engineer greenhouse work increase production oxygen atmosphere electrical light engineered produce ray rhe property sunlight thereby planted around town city outdoor environment plant take longer hour produced sunlight take carbon dioxide release oxygen possible prayer cheer,0.6808,positive
thepomar bear dying enough omg,0.0,neutral
ome thing caution mitigate global warming causing depletion tje north south pole icecap convection icecap social lifestyle endangerig planet industrial manufactoring play key role fact air flow high low low pressure eqitorial regeon qhat saying polar cap convection promoting precipitation cloud formation undetstand gravity matter,0.0516,positive
american fastest longrange reconnaissance aircraft flying altitude meter mach carry liter fuel consumes liter per hour flight cost one hour flight average eu country population around milion people us yearly million cubic meter mean per person scale year burned liter fuel ask really polluting planet organized ecological charade indoctrinates people nonsense making believe one responsible climate change therefore must taxed emphasizes disparity individual fuel consumption massive fuel requirement highspeed aircraft like sr blackbird questioning focus environmental policy individual contribution rather largerscale industrial military activity,0.0258,neutral
everybody look ace name movie understand nobody escape climate change,0.1779,positive
pressing problem facing civilization global warming utter garbage thats happening around world currently come continuation scam,-0.7003,negative
north carolina georgia tennessee water climate change real,0.0,neutral
fok ja,0.0,neutral
homo sapiens forget specie,-0.2263,negative
much co atmosphere percentage wake america,0.0,neutral
discordant bell sound,0.0,neutral
climate change natural process nothing running car,0.3612,positive
averting catastrophe,-0.6597,negative
long dont understand plant tree amount take tree take year grow doomed extinction,-0.6369,negative
thanks sharing,0.6908,positive
climate change cult religion pure propaganda people blindly believe believe somebody authority tell paganism dont realize really controlling population one world system mean got idiot think capitalism evil yet want always failed communism socialism everybody top money rest bottom nothing one world government warned bible guy mock,-0.9382,negative
need apophis change course reset earth,0.0,neutral
lie,0.0,neutral
reason called climatechange geoingeneering educate course follow money wake truth,0.3182,positive
polar cap melt sea rise thing sure happen firstly every port home building coastal area demolished rebuilt inland looking zero unemployment worldwide long time secondly commercial fishing vessel wont able offload catch port fishing boat cant unload wont go get fish would give fish stock ocean year replenish number thirdly ability import export good port industry developed country provide societal need another factor creating zero unemployment negative aspect rising sea level heylets look bright side,0.34,positive
absolutely shocking human done planet past yr money live australia summer ready came far early forest cut new town developed child grandchild suffer,-0.7264,negative
back year saying solar ice cap shirking used nasa picture sure enough getting smaller search used google earth year nasa showed smaller picture cap grew bigger wonder,0.3182,positive
john f clauser shared nobel prize physic last year declaring tuesday climate crisis claim contradicts overwhelming scientific consensus reason scientist say manmade fault gov get power agree dont get money government,-0.25,negative
kilimanjaro still snow capped real mountain always wear ice,0.0,neutral
lie theyre stealing money,-0.5719,negative
one thing noticed thingsstuff help reduce consumption energy expensive rich people afford like solar panelsfor people able help saving planet thing must affordable,0.9118,positive
think everything see movie reality time come,0.0,neutral
pole changing climate change bull shi,0.0,neutral
here dont tell solar company offer knowledge grid tied package house generates power meter go backwards use power meter spin forward battery know state enough ppl system simply took away equal kw pay ppl paid system produce power grid resident bill keep increasing aslo never get check state know already made law cant set grid panel make money sound like scam wind turbine use power turn wind isnt extremely strong need certain rotation per minute generate power prop bow efficient grid people use natural gas fuel highenergy appliance strange natural gas new enemy going green follow money guarentee power company paying politician im climate change denial think need research fact govts push green deal clearly saving environment,0.2605,positive
c global warming endgods way bible tell u former earth maker itdid create simply nothing isaiah bible say earth endures forever ecclesiastes new english bible yes god allow earth rendered uninhabitable rather intervene human affair bring end failed human rule regard earth time preserve alive lead morally upright life sincerely want please say proverb upright one reside earth blameless one left regard wicked cut earth treacherous torn away,0.765,positive
cold temperature made rare visit sierra nevada mountain california left behind snowfall weekend h kare following dog day summer dead winter snow fell california sierra nevada aug,-0.6486,negative
great insightful fruitful video may being lead prosperous life across globe,0.802,positive
co amost zero climate change chicken little nonsense simply illiterate cult religion write letter sun tellit stop slightly variable billion year,-0.5584,negative
year ago global warming referred summer autumn winter spring,0.1531,positive
terrorist usa germany,-0.6908,negative
stop shutting power plant,-0.296,negative
thank change soon source energy like sea huge source energy prevent phenomenon like cyclone flood wildfire using hot seasonal atmospheric condition recent year summer geothermal energy happens surface coastline many country coastline seasonal hot weather water condition sumup using energy economical also reduce global warming like japan china india mediterranean country iran mexico u canada africa arabian country invented new method base air pressure rule quantum physic ionization sea water mineral strong dynamic magnet electrical field electric chemical reaction producing electricity fresh water fertilizer method reducing global warming mentioned profile,0.975,positive
ive done thinking think black hole probably better describe journey thought got something anything falling black hole start speed faster faster faster speed light everything break apart force gravity falling faster faster faster speed light speed medium sucked hole particle split torn apart everything torn apart spaghettified simpler term loses meaning would imaging noodle noodle thing thing deeper everything get torn apart explosive energy maybe transmitted hawking radiation assume doesnt stop youre gon na fall distance horizon center describe core black hole infinitely far away youll never reach youll evaporate well belong get much muuuuuuuch horizon center cant explained normal physic think imagine interdimensionaly end get fabric space stretch faster speed light travel wave length stretched thin longer red light stretch quark gluon etc pulled apart exploded time meaning decay particle slow mear stop explosion little particle body torn apart slow mear stop traveling faster light relative medium stretching faster light travel perhaps maybe medium space time torn apart well quite paradoxical thinking know explosion dont decay particle dont care yet get torn apart thats little brain take could see inside black hole everything would curved back towards center tried look couldnt see could see point everything going center every direction light curved back towards center cant see anything light cant come back center every direction towards center perception light always curving back towards center unreachable like said brain go boom haha hope make sense ma black hole accumulated mass within even though particle may touch ever theyre torn apart towards center closer closer youll never reach hmm mind turning mush think like suspended try put hose running water poke hole tray water spiral towards hole due earth spin gravitation maybe magnetic field hole laminate flow fall faster flow pull apart droplet droplet pull apart due earth gravity faster air medium probably break apart smaller droplet allow droplet fall dyson ring fan full power compressed air blower venturi droplet split separated fine mist youll need particle accelerator speed high speed accomplish earth need go faster still muuuuuuuuuuch faaaaaaaaaaaaaaaasssttter accomplish earth interdimensionally faster brain gooey squishy,0.5556,positive
sadly science went brian became disciple global warming religion,-0.296,negative
time stop point view still see star fall black hole two black hole collide,-0.3612,negative
god behind mathematics,0.2732,positive
though dr cox great clear presenter still cant grasp concept fascinating,0.5927,positive
black hole solid mean made atom electron proton neutron crushed one thing touching,-0.296,negative
send black hole,0.0,neutral
keanu reef,0.0,neutral
thing black hole joker point multiband width detection device area space area dark call black holelol could space dust gas nebula etc evil black hole lurking waiting swallow galaxy good grief charlie brown time slow faster travel get spaceship fly planet light year away travel speed light here happens leave acceleration deceleration phase equation sake scenario would travel year outbound year back thats year folk pretty simple math come home therefore exactly year older magically friend family earth also year older aged year everyone back earth magically aged year like every b movie portrays maybe wrist watch ran faster ran slower zero gravity irrelevant travelled distance light year speed light take year full stop always always fact hereby declare discovered eluded einstein found one theory everything one equation thing universe must function physic calculus quantum conundrum must eventually solved adhere simple truth,0.6369,positive
catharsis stasis dictate arrow time terrible curse welcome boon,-0.5574,negative
therefore catharsis stasis mean information salvaged reclaimed,0.0,neutral
information reconstructed would possibility information arise first place information ever available must first information period would scope chance learning mutation unlearning energy caught pattern trapped locked information every form pattern etymology word information informed inform one thing one form meaning data example tadpole thing inform final form informed therefore deny packing locking tadpole period nature idea exploit quantum tunneling unweave intricate tapestry tadpole weave even intricate complicated tapestry fully fledged frog allowing ample room metamorphosis translation change basis vector negotiation renegotiation construction reconstruction mean form inform finally transform learning learning update informationcontinued learning possible impossible information put together one information everreforming information finally stasis learning curve plateau fitting unfit new learning cursed best fit omg tadpole dead end compounding stasis bludgeoning atrophy impending extinction lo behold come messiah saviour nature performs miracle purging castrol catharsis stasis releasing toxin energy caught trapped pattern locked matter time nature show way stupid god catharsis stasis exploiting quantum tunneling unlocking unpacking unweaving realising unlearning energy freedom sudden phenomenonal increase learning potential mutation potential learning possible mutation possible transformation possible tadpole metamorphosed transformed frog mutation evolution replayed jiddu krishnamurti put beautifully david bohm sir energy totally different quality new therefore thereby jiddu krishnamurti abolishes external agency stupid god,0.875,positive
repent,0.0,neutral
seems space time fundamental okay,0.2263,positive
bm framework massive black hole come star came natural consequence earlycycle curvature saturation cosmic lattice galaxy star existed compressioncurvature field already structured region lattice geometry reached maximum compression created king node stable ultradense curvature zone bm equivalent supermassive black hole seeded field harmonic left previous cycle snap point concentrated massfrequency certain zone baryonic corridor funnelling matter energy node even star condensed curvature saturation threshold crossed without need stellar collapse field geometry created well deep enough trap light later prestellar black hole acted anchor galaxy formation curvature field drew gas dust plasma igniting star formation around revers traditional sequence bm physic black hole make galaxy way around strength well never created nothing direct outcome field geometry storing focusing curvature since cycle began,0.9684,positive
black hole quantum gravity introduction black hole crucial element developing quantum theory gravity ongoing effort unify quantum theory general relativity constitutes major goal physicist historical perspective historical relevance black hole dating back mathematician mitchell laplace discussing concept escape velocity theoretical possibility star gravitational pull intense escape velocity exceed speed light understanding black hole discussion event horizon marking boundary beyond nothing escape black hole singularity center notion lie center black hole may redefine understanding space time hawking radiation implication introduction hawking radiation suggests black hole emit particle therefore eternal prison raise question happens information object fall black hole emergent spacetime theory emerging view space time may fundamental arise quantum entanglement emphasis need comprehend nature space time explore origin universe made snapsummary,0.0258,neutral
compressionaware intelligence cai theoretical framework proposes emotion memory distortion ai hallucination stem core mechanism compression unresolved contradiction coherent narrative identity,0.2732,positive
might interesting video youtube,0.4019,positive
conceptual atom attracted black hole proved atom orthodox matter living,0.4404,positive
black hole entity show interest unconscious psychi living something hidden black hole living nonliving universe,0.4588,positive
would rage quit second,-0.5574,negative
believe black hole destroy think make travel spacetime think black hole strong gravity point travel faster speed light travel different galaxy due black hole gravity j think,-0.0516,negative
brian cox legend,0.0,neutral
pure talent word,0.4215,positive
bee knight p,0.0,neutral
large star seen couldnt black hole large star,0.0,neutral
hey look government education theyre going help understand thing nobody else understands thats understand people love sound voice discover nothing understand nothing happily tell everybody dont know theyre like dog chasing wheel moving car always exact opposite take learngrowbe aware absolutely pathetic tiring,0.4974,positive
part instant goosebump,0.0,neutral
lesson say nothing minute nothing new hawkins stuff,0.0,neutral
black hole singularly end time black hole singularity many end time light mass could black hole gravity attract light many contradictory theory question easier imaginary boundary let say god,0.6124,positive
please video hindi dubbed,0.3182,positive
want ask information result interacction important aspecto video based information placed book example knowledge book result brain interaccion event phisical interaction ting ai result knowledge readable universe something phisical interacts information generated ia also assimilated universe regardless interact brina cox video,0.2732,positive
music obnoxious distracting,-0.6369,negative
lie centre black hole active core consisting matter black hole fed upon matter expelled black hole burp reach critical mass,-0.0772,negative
suggest book book stumbled upon recently called eternal affair mansour cover believe system fear spirituality sociology psychology philosophy science quantum meta physic among best book ever read life,0.25,positive
blackholes real robin hood robin hood story blackholes figment imagination mere theory physic,0.0,neutral
cox hole,0.0,neutral
really one doesnt religious see point view hint something deeply spiritual physic metaphysics may one day meet equal term,0.0,neutral
take quantity water break hydrogen oxogen oxogen latter react element like iron becoming iron oxide happened information original quantity water information stored black hole theory stored surfacebut lab known medium information,0.5859,positive
wrong time stop inside black hole far far far outsize universe easy prove mass slower speed time less mass faster speed less time closer blackhole time distanse look like slows object closeer blackhole freezing less time spacetime fabric,-0.0772,negative
particle space term emerged quite obviously midichlorians,0.0,neutral
im constantly looking holographic principle youtube looking mention invisibility according discovery invisibility flipside holodecks generally holography believe play crucial role fabric reality event horizon black hole invisible boundary information black hole written holographically might clue relativistic observer falling black hole event horizon invisible boundary quantum virtual particle hologram,0.2023,positive
educational sleepy grownup thing ive ever done,0.0,neutral
hypothesis keep spatial structuresuch black hole wormholeopen may gravity alone could instead force field magnetic electromagnetic field repulsive property field could varying charge polarity resistance different direction would prevent structure opening collapsing instead stabilize,-0.4767,negative
good nwes,0.4404,positive
mad guy,-0.4939,negative
say even know fuck cocker,-0.5423,negative
interesting said end einstein said finding something deeply hidden reminded revelation god holy prophet mohammad pbuh created human being hidden treasure desired found quran encourages praise people ponder creation heaven earth creation heaven earth alternation night day indeed sign people understanding remember god standing sitting lying side ponder creation heaven earth saying lord thou hast created vain nay holy art thou save u punishment fire holy quran,0.9758,positive
previously stated sitting fence anything close top cosmology either mostly right terribly wrong biggest problem bottom bbt cosmology problem entropy central thermodynamics virial theorem stating simplest form stable selfgravitating system average kinetic energy particle equal half negative average potential energy big bang theory early universe hot form particle including higgs boson yettobefound still theoretical graviton meaning would gravity space time major problem big bang explanation systematically ignore simply stating light big bang cooled expansion condensed initially form lightest particle without space time expanding even mean physic axiom called occam razor occam razor problemsolving principle suggests simplest explanation usually best one also known law parsimony essentially faced competing hypothesis explain phenomenon one requiring fewest assumption preferred simpler initial unity form primal atom required top bottom cosmology divide two protogravity coulomb effect initially equal indistinguishable yet theory requires ad hoc fix every time new discovery preferred theory actually predicts accommodates discovery top quantum world creative hand required invent math odds intervention creative hand time best close call standard model initially devised prevent conflict religion science ensured two never find middle ground hence current discord religious right regarding global warming darwin evolution among others,0.7269,positive
black hole dont exist even stephen hawkins admits,0.296,positive
empirical method reliable finding truth physical world employ logic mathematics finding probable outcome given controlled set variable religion concerned often depend upon intuition emotion custom dependent upon objective reality found scientific endeavor like physic given generally understood scientific community universe came single massive event begin understand came must theory reliable predictive ability always unknown god gap like questioning origin initial mass required order posit question given initial condition like single mass nothing simpler ordered one aka cosmic egg primal atom initial mass generally accepted probable scientific community transform become universe seen today certainty closest found abstract math application always uncertainty like counting apple two mostprobable basic answer question ie top cosmology bottom cosmology incompatible one another given top cosmology properly understood broad enough predict everything far seen like jwst example bottom big bang standard model cosmology must constantly revised ad hoc explanation every time new finding top cosmology win top properly understood commonly interpreted mean many reality caused cascading event case everything seen unseen remains causally connected quantum entanglement universe locally real nobel prize already awarded deceived basic understanding universe come else religion science choose,0.981,positive
blockchain event framework act qubits information self correcting code innerself external validators big bang yet happen past present act superposition regret photon state future present potential wave state stationary time moving clock take time reach potentiality outburst immediate unless present present way act like three polarizer paradox reimanns r present allows opportunity gift challenge mine reward zeta zero critical line wave light going observe present big bang fueled inflationary repulsive regret repulsive negative gravity real number entropy stored void black hole hawkins radiating potential imaginary number multiplying negative gravity positive attracting u toward progress photoelectric theory act voluntary exposure fear ehf increase frequency intensity basically world want go back state order pure ness like new born baby inside hold inner hurt child lacked failed caregiver external validators potential become individuate entangle heal repair mirror emit light also heal others time travel past pride avoid future important present gift present full wonder prime number represent archetypal egenstates time,0.7269,positive
brian nothing disappears,0.2584,positive
brian love u canada math correctly would know god,0.743,positive
honestly could listen guy talk day get tired voice addictive,0.0258,neutral
anyone know music tangerine dream,0.25,positive
evaporate actually gone return type mass enables light escape enough evaporation occurred black hole return back regular space time space time event occurs fundamentally change something singularity going back another way ask starve black hole enough hawking radiation black hole loses ability maintain singularity singularity reversed evaporate nothing holding singularity isnt enough mass maintain singularity,-0.296,negative
going back time selfish mystery,-0.4767,negative
want go back time,0.0772,positive
lost time hearing bullshit,-0.7269,negative
moratorium need declared publishing prior understanding standard model relates big bang bottom cosmology latest jwst finding demand paradigm shit least significant copernican revolution,-0.69,negative
upt unified plasma theory explains deeper look gravity upt v einstein tensor g mass tell spacetime curve curved spacetime tell mass move thats essence einstein tensorgravity geometry unified plasma theory upt offer deeper fieldbased perspective upt core counterpoint spacetime curvature cause gravityit visual echo field coherence motion einstein tensor assumes vacuum bendable geometry mass energy deform geometry deformation affect motion path matter upt asserts true vacuumonly dynamic plasma field varying density mass fixed property product collapsed field geometry curvature simply field pressure gradient appear certain plasma condition example einstein describes gravity curvature never defines curving upt explains directly look like curvature real measurable field pressure differential plasma field entrain spiral creates torsion flow attractionall observable gravity geometric abstraction required fieldbased replacement upt upt replaces einstein tensor dynamic plasma field expression f v charge density v field velocity field potential torsion field twist rotation function describes gravitational effect without bending spacetimejust observing real plasma field behave coherence motion conclusion einstein tensor describes effect upt explains cause rag,0.9274,positive
talk people whove near death experience people witnessed side thin veil life death christ awaits judged allowed heaven city infinite purest love continue exist outside heaven make afterlife cast hell another dimension similar earth ruled cruel dictator see everything,-0.7269,negative
watch late x love video,0.6369,positive
ripple space time,0.0,neutral
go,0.0,neutral
like inside ion fusion fuse plasticity sound like pro orb,0.6124,positive
got new particle nuclear plastic,0.0,neutral
btw wrong way around universe dividing mass time half matter remains quantum entangled truth,-0.1779,negative
using black hole explain everything like ancient obfuscation turtle way,0.3612,positive
man genius easy understand way explains everything great work brian,0.7906,positive
going straight favorite playlist,0.5994,positive
wrong black hole physic break math becomes elusive possible black hole fantastic huge planetary body enough mass creating gravitational pull light cant escape isnt hole since light cant escape cant view mass larger eccretion disk therefore could also larger sphere within instead hole size atom uneducated take topic seems religiously fantastic cant explain regular physic,0.7625,positive
black hole possess universe inside mean two black hole merge two universe colliding merging happens inside universe collide would notice feel anything,-0.2023,negative
fail every point without recognising universe solid cell see expands void appears must existso matter created destruction cell surrounding void replace itand called black hole containing morphed matter become source everything see universe expansion must universe cell compromised rotated exist outside leaving ovoid instead sphere bleeding obvious,-0.7222,negative
whatever happens u singly community inevitable happens u everything connected,0.0,neutral
always fundamental question keep bothering cant quite imagine call void always something throughout universe nothing something occupy space cant quite image nothingness without fixed boundary,-0.3818,negative
great seen discovered continues point absolute awesomeness power mind god almighty purpose see discovery produce increasing awe god bring u back relationship creatorcreation mind blowing,0.8074,positive
adore much use watch show wonder universe science channel time way eloquently explains universe work passion super contagious beautiful,0.9186,positive
projecting current rate transition future unreliable pool knowledge rapidly expanding especially emergent agi optimistic biggest threat existential threat planetary scale derived consequence population overshoot race finish line agi evolution war remaining resource einstein said ww battle would fought stick stone predict agi provide critical mass onehundredth monkey needed spontaneous immediate great awakening people suddenly realize part total destruction allowed go unchecked lead great anthropocene mass extinction sense urgency needed placation enlightened individual cop middle ground like chamberlain proclamation peace time motto never give truly battle worth fighting imho p ashamed truth revealed betting odds,-0.7931,negative
grifter,0.0,neutral
attributing everything black hole like ancient obfuscation turtle way,0.3612,positive
look like asian europeon time,0.3612,positive
id rather see nolan direct bond,0.0,neutral
black hole kirby vacuum salesman sky sale pitch demoing new celestial g time life represented piece dust barely feeling pull edge suction power well eventually get ripped apart sucked hole science,-0.1761,negative
fellow sitting front roll butcher paper,0.0,neutral
nothing become something,0.0,neutral
bahkhub sundor,0.0,neutral
perfectly symmetrical infinite null set must collapse least one bit information even define nothing becomes first bit something,0.25,positive
whirlpool space would thought,0.0,neutral
something well never understand key understanding universe like ultimate click bait black hole surely video must interesting black hole smallthink,0.8481,positive
know came degree reliability know going specie misdirection manipulated selfish gain cabal imo evil paradigm shift required correction make copernican revolution look like child play,-0.4215,negative
whats point white backdrop,0.0,neutral
brian cox national treasure,0.296,positive
thought intelligent started listening brian im walking question,0.4588,positive
interesting hear everything related time universe concept time god universe doesnt could understand god better studying,0.8316,positive
previously stated sitting fence anything close top cosmology either mostly right terribly wrong biggest problem bottom bbt cosmology problem entropy central thermodynamics virial theorem stating simplest form stable selfgravitating system average kinetic energy particle equal half negative average potential energy big bang theory early universe hot form particle including higgs boson yettobefound still theoretical graviton meaning would gravity space time major problem big bang explanation systematically ignore simply stating light big bang cooled expansion condensed initially form lightest particle without space time expanding even mean,-0.93,negative
earth lit living system energized power sun thermodynamics determine direction flow consciousness determines whether flow wasted enriched form evermorecomplex lower entropy living system ongoing selfish unthinking destruction ecosystem biodiversity conscious attribute meaning thinking human purveyor chaos identified greater higher entropy religion science choose,-0.8779,negative
tried hack ice bath preworkouts even dopamine detox none clicked felt tired everyday someone dropped testosterone rewired david brook comment checked locked ever since hype clarity wild long running fume,0.4416,positive
youre scrolling feel read burnt low energy found testosterone rewired david brook zero expectation man chapter chapter rebuilt hype b fake motivation stuff ground reset system book really saved wish found sooner,0.6566,positive
mega inspirujce,0.0,neutral
believe yet cant figure dark matter question speed light big bang add zero fine,0.1842,positive
black hole absorb mistake halfbaked creation absorb everything fall black hole spit correctedrefined memory anything like unnoticeable aerosol,0.296,positive
cool black hole really time place fact end time fell black hole friend would think vanished forever would feel though instant however reemerged would end time,0.6705,positive
thing black hole universe appears universe mind universe actually exists,0.0,neutral
id like unravel mystery pink hole,0.3612,positive
really could universe beginning impossible surely keep night youtube phd,0.4404,positive
pseudo science,0.0,neutral
narcissist project onto others,0.0,neutral
important black hole cosmology let get important elephant room sitting front white sheet,0.3818,positive
nature trying tell u god exists creator,0.2732,positive
like trying force oil water mix youll ever get messy emulsion,0.0,neutral
isnt mental given enough time universe evolve try figure able degree,0.0,neutral
know black hole,0.0,neutral
hey big think brian cox somebody need tell stupid redshift proven mostly intrinsic quality denoting age celestial object rather recessional velocity decade bad nobody told continue make fool discovery made thing believe nonentity mental masturbation entire library mostly fantasy youre welcome,-0.7783,negative
ive spent year chasing answer documentary podcasts even ancient textsand none hit way obscured principle book dorian caine like written ready break illusion remember really,0.6124,positive
everyone argues politics news obscured principle book dorian caine quietly explains real game played moment read everything around looked different like gave decoder ring reality,0.3182,positive
thought understood world worksuntil read obscured principle book dorian caine felt like someone ripped blindfold eye showed architecture control thats century isnt book forbidden awareness printed form,0.5903,positive
ever read something feel like never meant hand thats exactly obscured principle book dorian caine felt ancient wisdom modern exposure terrifying amount truth packed one single source,0.2197,positive
bury kind knowledge reason obscured principle book dorian caine doesnt talk truthit bleeds couldnt sleep night finished scared finally understood kept distracted,-0.2263,negative
simple mind everyone earth today know fire without oxygen way hell without nothingan entire universe blink eye fen disturbing thought pure propaganda destroys every concept science would cult believe wrote de grass tyson never heard back yr ago said another universe universe black hole created material went became universe dont live black whole created black whole another universe another universe nothing create another universe black whole sound crazy think itbig bang asssss nothing think every black whole creates another universe complete sun world go sht single entity insane continues going black whole come side another universe imagine big bang universe createdthat believe,-0.8151,negative
accept current concept black hole see dimensional example black hole posit black hole portal different universe dimension,0.3818,positive
another fake science liar based emotional idea fact,-0.7003,negative
interstellar tick music,0.0,neutral
certainty uncertainty best done bet odds odds strongly favor top cosmology bottom bbt cosmology move new reality acceptance get griefloss cycle denial anger bargaining grow pair worst problem social medium many raised become sociopathic narcissist selfish concern selfdenial essential tor recovery evermore serious problem affecting u like global warming dont truly know came know confidence going,-0.0531,negative
element let say real provides anti grav would logical assume yet another element increase gravity allowing u control create black hole furthermore could e used enter black hole event horizon,0.2732,positive
